type;constellation;names;nicknames;ra;dec;mag_v;mag_b;major_axis;minor_axis;angle
g;cvn;IC4168;;13:05:10.71;40:02:58.90;;15.36;0.65;0.50;74
gpair;cvn;IC4169;;13:05:12.09;38:46:20.90;;;0.60;;
g;cvn;IC4169 NED01;;13:05:12.01;38:46:14.50;;19.09;0.15;0.12;120
g;cvn;IC4169 NED02;;13:05:12.52;38:46:24.80;;16.41;0.51;0.47;130
gpair;com;IC4170;;13:05:34.85;21:08:06.10;;;0.80;;
g;com;IC4170 NED01;;13:05:34.99;21:08:05.80;12.70;16.68;0.51;0.50;79
g;com;IC4170 NED02;;13:05:35.27;21:07:46.90;;18.93;0.26;0.17;95
g;cvn;IC4171;;13:05:18.81;36:06:10.40;;15.92;0.71;0.39;82
g;com;IC4172;;13:06:33.36;22:51:01.40;;16.21;0.49;0.39;85
g;com;IC4175;;13:05:47.47;20:22:28.90;;16.84;0.40;0.27;138
g;vir;IC4177;;13:06:28.95;-13:34:17.90;;14.96;0.87;0.45;90
g;cvn;IC4178;;13:05:41.50;36:01:02.90;;16.19;0.63;0.24;120
g;hya;IC4180;;13:06:56.49;-23:55:01.60;13.60;13.72;1.38;1.02;163
g;com;IC4181;;13:06:06.42;21:29:38.00;;16.15;0.53;0.47;125
g;cvn;IC4182;;13:05:49.54;37:36:17.60;11.61;12.59;6.01;5.52;0
g;com;IC4183;;13:06:11.56;21:30:15.70;;16.72;0.46;0.40;113
g;cvn;IC4184;;13:05:51.77;38:50:14.60;;15.54;0.33;0.22;111
gpair;com;IC4185;;13:06:12.64;21:46:22.90;;;1.00;;
g;com;IC4185 NED01;;13:06:12.57;21:46:09.30;;16.59;0.55;0.23;147
g;com;IC4185 NED02;;13:06:12.77;21:46:33.10;;18.03;0.32;0.19;21
g;cvn;IC4187;;13:05:59.62;36:17:54.50;;15.53;0.55;0.43;157
g;cvn;IC4188;;13:06:02.33;36:19:41.60;;16.36;0.46;0.37;53
g;cvn;IC4189;;13:06:03.55;35:58:49.20;;14.42;1.25;0.84;180
pn;mus;IC4191;;13:08:47.23;-67:38:37.50;10.60;12.00;0.08;;
g;cvn;IC4193;;13:06:06.33;39:25:25.00;;15.51;0.49;0.32;61
g;hya;IC4197;;13:08:04.33;-23:47:48.70;12.48;13.55;1.84;1.12;162
g;cen;IC4200;;13:09:34.76;-51:58:06.90;13.82;13.90;1.69;1.06;154
g;cvn;IC4201;;13:07:51.22;35:50:05.50;;15.50;0.66;0.63;85
g;com;IC4202;;13:08:31.58;24:42:02.80;;14.96;1.74;0.36;142
g;cvn;IC4204;;13:08:21.58;39:27:40.20;;15.93;0.95;0.21;42
g;cvn;IC4207;;13:09:26.73;37:49:22.60;;16.61;0.49;0.30;2
g;vir;IC4209;;13:10:22.49;-7:10:14.50;;14.48;1.28;0.53;99
g;vir;IC4212;;13:12:02.99;-6:59:33.00;13.69;14.55;0.33;0.21;140
g;cvn;IC4213;;13:12:11.22;35:40:10.90;;13.98;2.48;0.48;176
g;cen;IC4214;;13:17:42.69;-32:06:06.10;11.40;12.20;2.96;1.84;165
g;com;IC4215;;13:16:16.83;25:24:18.80;13.88;14.63;1.55;0.36;46
g;vir;IC4216;;13:17:01.87;-10:46:12.00;;13.69;2.05;0.77;53
g;vir;IC4217;;13:17:13.28;-13:09:14.70;;15.26;0.68;0.62;30
g;vir;IC4218;;13:17:03.41;-2:15:40.60;14.73;14.47;1.20;0.37;159
g;cen;IC4219;;13:18:29.74;-31:37:51.20;12.99;13.59;1.12;0.97;114
g;vir;IC4220;;13:17:54.32;-13:36:19.70;;14.89;0.85;0.61;105
g;vir;IC4221;;13:18:30.35;-14:36:32.00;;13.58;1.54;0.71;167
g;vir;IC4223;;13:18:55.21;07:47:43.80;;15.38;0.72;0.53;140
g;vir;IC4224;;13:19:05.05;-2:30:55.10;;14.84;0.88;0.37;99
g;cvn;IC4225;;13:20:00.95;31:58:53.00;;14.97;1.64;0.33;131
g;cvn;IC4226;;13:20:30.41;32:00:14.10;;15.12;0.49;0.35;140
g;cvn;IC4227;;13:20:53.48;32:11:26.80;;15.55;0.54;0.44;77
g;com;IC4228;;13:21:34.10;25:30:58.50;;15.12;0.80;0.55;67
g;vir;IC4229;;13:22:26.13;-2:25:05.80;;14.30;0.80;0.67;15
g;com;IC4230;;13:21:59.20;26:44:01.90;;15.06;1.19;0.36;1
g;hya;IC4231;;13:23:13.38;-26:18:01.40;;14.29;2.06;0.57;34
g;hya;IC4232;;13:23:22.45;-26:06:34.20;;14.57;1.19;0.37;4
g;com;IC4234;;13:22:59.87;27:06:59.10;;14.76;0.78;0.68;12
g;vir;IC4235;;13:23:52.97;-12:44:36.10;;16.13;0.91;0.25;78
g;vir;IC4237;;13:24:32.76;-21:08:12.60;;13.22;2.14;1.39;135
g;cvn;IC4238;;13:23:59.95;30:55:56.70;;15.93;0.87;0.24;29
g;cvn;IC4239;;13:24:25.43;30:57:33.40;;15.19;0.88;0.63;132
g;cvn;IC4240;;13:24:27.56;30:58:40.50;;15.87;0.54;0.25;34
g;com;IC4241;;13:24:46.55;26:44:18.30;;15.38;0.62;0.47;64
g;cvn;IC4242;;13:24:40.92;31:01:35.40;;16.02;0.58;0.41;137
g;hya;IC4243;;13:25:51.24;-27:37:36.80;;15.19;0.50;0.38;35
g;com;IC4244;;13:24:56.27;26:27:48.70;;15.42;0.81;0.34;82
g;hya;IC4245;;13:25:59.05;-26:40:39.80;;15.25;0.73;0.52;112
g;hya;IC4246;;13:26:00.25;-26:40:41.00;;15.34;0.62;0.26;147
g;cen;IC4247;;13:26:44.43;-30:21:44.70;14.28;14.43;1.38;0.52;154
g;hya;IC4248;;13:26:47.22;-29:52:52.90;14.80;13.90;1.04;0.65;89
g;hya;IC4249;;13:27:06.56;-27:57:23.00;13.92;14.37;1.43;0.41;111
g;com;IC4250;;13:26:08.94;26:28:37.80;;15.55;0.55;0.32;53
g;hya;IC4251;;13:27:24.28;-29:26:39.70;;14.97;0.98;0.65;145
g;hya;IC4252;;13:27:28.00;-27:19:29.20;13.05;14.14;2.00;1.08;135
g;hya;IC4253;;13:27:32.37;-27:52:19.70;14.80;14.79;1.41;0.71;135
g;hya;IC4254;;13:27:45.37;-27:13:21.10;;15.60;0.75;0.54;81
